id,name,lat,lon,nearest_stop_name,nearest_stop_m,freq_per_h,walk_min,transfers,pt_min,car_min,time_band,adoption_index,likely_adopter
EMP_0031,Quickborn,53.716791756807574,9.89748098177525,"Quickborn, Heidkampstraße",713.4686858190893,6.0,9.761038029862222,0.0,53.18937240960325,21.839231898086947,46-60 min,60.55517328368208,True
EMP_0032,Eimsbuettel,53.56143437986976,9.927860969190462,Ottensen,210.59119250738135,124.0,3.4750693634658743,1.0,50.27211893573591,33.544694716216235,46-60 min,70.63651631261237,True
EMP_0033,Eimsbuettel,53.5691214053149,9.998317200611536,Böttgerstraße,197.30554032101645,42.5,3.308998711136313,0.0,48.01488106407749,28.229726064195273,46-60 min,78.70740446807903,True
EMP_0034,Hamburg-Nord,53.641382582781254,9.9872498180746,Krohnstiegtunnel,897.8025255743223,19.0,12.065211026802636,0.0,34.83511566662929,13.39264333683062,31-45 min,74.42710561659605,True
EMP_0035,Altona,53.59290676157803,9.93634866789648,Rathaus Stellingen,66.25351153556137,168.5,1.6708483513181243,0.0,49.03984716575044,26.690134553677016,46-60 min,75.63036380505136,True
EMP_0036,Hamburg-Mitte,53.597397054775705,9.995755772210039,Lattenkampstieg,78.28611464148422,229.5,1.8212558901421598,0.0,40.11931934635744,21.985718818029937,31-45 min,81.8663994716725,True
EMP_0037,Hamburg-Nord,53.60295175283888,10.013871157840317,Sydneystraße,264.9097066651846,149.0,4.154050790438415,0.0,34.85539307231761,20.044907983072903,31-45 min,85.18951491075529,True
EMP_0038,Altona,53.62159580358936,9.967271366443208,Helvetierweg,802.9264026444629,5.5,10.879259490179393,0.0,50.524762216130455,18.747989034428215,46-60 min,58.70232672987375,False
EMP_0039,Wandsbek,53.567698866172705,10.151475874294713,"Barsbüttel, Zum Dicken Busch",226.84874783571212,28.0,3.6782888050700087,2.0,54.99893606460039,31.294122418541654,46-60 min,51.29571832164106,False
EMP_0040,Hamburg-Nord,53.59185061853414,9.981412102354996,Julius-Reincke-Stieg (Bethanien),95.25930695529087,204.5,2.0334207940647433,1.0,45.57531839201239,23.896899506977213,46-60 min,68.03392191895864,True
EMP_0041,Harburg,53.4845567935106,9.981411108204169,Eversween (Süd),144.19518433800567,12.0,2.645119261348678,2.0,81.8635846040329,48.02821329214508,>60 min,27.73283638609574,False
EMP_0042,Wandsbek,53.59878392523236,10.100742934060852,Trabrennbahn,108.61486112949258,43.0,2.2003652212422646,1.0,41.19439345282191,21.798342409161243,31-45 min,70.60394895633934,True
EMP_0043,Eimsbuettel,53.58106456083974,9.967895637694275,Kottwitzstraße,197.07230482842357,210.0,3.306083267478902,0.0,46.63989768174165,26.949174215574438,46-60 min,79.48932769296196,True
EMP_0044,Harburg,53.407649542359316,10.010258593412297,Glüsingen (LK Harburg),424.5022289738117,6.0,6.148957319296254,2.0,80.57081875926497,65.31819537530204,>60 min,42.96196723640459,False
EMP_0045,Harburg,53.43345893459918,9.91452785393551,"Vahrendorf, Appelbütteler Straße",261.53054311354487,12.5,4.111811246042918,3.0,85.19634666368157,61.88175997311373,>60 min,26.58723997759138,False
EMP_0046,Hamburg-Nord,53.598684431444624,10.00318740114498,Ohlsdorfer Straße (Planetarium),166.89551194834817,140.0,2.9288733564779594,2.0,44.05087758498703,21.387413979357014,31-45 min,57.336536394369986,False
EMP_0047,Eimsbuettel,53.562504393431134,9.980217754679941,Hamburg Messe (Eingang Mitte),289.286271639949,148.5,4.45875785262297,0.0,53.85173532604878,30.398772642557496,46-60 min,72.12116965348433,True
EMP_0048,Wandsbek,53.54767916142074,10.078382011045212,Bauerberg,254.65697729825445,51.0,4.025891673351787,2.0,53.70180028579813,32.711908574753025,46-60 min,54.65920814605583,False
EMP_0049,Altona,53.53682715912313,9.933233924176404,Köhlbrandhöft (nur für Betriebsangehörige),469.4034710389233,1.0,6.710222845110149,2.0,82.90001541727091,38.341711687211955,>60 min,2.491688561305594,False
EMP_0050,Altona,53.55628072713169,9.896791807973772,AK Altona (Eingang),168.03018942409577,131.0,2.9430568249248044,2.0,59.47262020233497,36.84437509871973,46-60 min,50.13544479521727,False
EMP_0051,Hamburg-Mitte,53.569575207498815,10.002866026502126,Böttgerstraße,499.64292481768774,12.0,7.0882160173447035,0.0,53.588216017344706,27.982643098870334,46-60 min,70.10031907285328,True
EMP_0052,Harburg,53.40886631747806,9.891091131024913,"Sieversen, Hauptstraße",236.12961148390463,20.5,3.794299600672415,2.0,84.88690888595049,68.3467624169749,>60 min,43.51639908804916,False
EMP_0053,Wandsbek,53.58961155382656,10.0882615986861,Angerburger Straße,243.13349476764256,69.5,3.8818481417191393,0.0,48.93923121497241,23.34062883672627,46-60 min,72.43178201426765,True
EMP_0054,Wandsbek,53.58673900542783,10.098513493724814,Am Stadtrand,234.67452846706757,89.0,3.776111062961952,0.0,45.78954733424486,24.36884623006911,46-60 min,78.18452522870183,True
EMP_0055,Harburg,53.46609621187866,10.023017881758545,Alte Schule Neuland,554.9689206057245,8.0,7.779790964695163,2.0,86.26344712868038,51.57849123370711,>60 min,24.683320540686537,False
EMP_0056,Hamburg-Nord,53.5749751148442,9.955519183509756,Schulweg,256.92151708618167,188.5,4.054198420700878,0.0,54.23079877446457,28.9618922915455,46-60 min,70.11569412984865,True
EMP_0057,Wandsbek,53.55552582430085,10.115348060606768,Prinzenweg,151.5772398341732,133.5,2.7373949550507723,2.0,59.15789850009739,32.02159879122133,46-60 min,45.78475104107524,False
EMP_0058,Altona,53.57803935537492,9.91864836256579,Rondenbarg,62.664005302584556,48.0,1.6259795234059142,2.0,58.95424876102626,30.941261531568525,46-60 min,45.00988839002913,False
EMP_0059,Hamburg-Mitte,53.48238649069838,9.922484045715064,Am Radeland,807.0149337796929,3.0,10.930366129369768,2.0,95.2868665879223,50.69463143710788,>60 min,0.0,False
EMP_0060,Wandsbek,53.56373307630824,10.07037188317549,Claudiusstraße,117.32669582443138,141.5,2.3092631549289995,2.0,46.77049597730643,28.855077388230654,46-60 min,61.199333422270996,True
EMP_0061,Hamburg-Nord,53.590802057944714,10.001464301576673,Sierichstraße,50.05305005295777,200.5,1.4683425827855794,2.0,42.09774251190339,23.22218173263449,31-45 min,61.12443922073109,True
EMP_0062,Wandsbek,53.58017016073983,10.155743852016329,Grunewaldstraße,335.4497173823163,6.0,5.035800924402561,2.0,66.59375552898538,29.04460240839211,>60 min,27.653969114914034,False
EMP_0063,Bergedorf,53.471729262008616,10.17082800481151,Allermöher Werftstegel,79.38298635097638,18.5,1.8349667865108121,2.0,69.29682808387629,53.01435599507345,>60 min,51.56911386925901,False
EMP_0064,Wandsbek,53.60509967914254,10.018422402589298,Sydneystraße,77.87719888732656,309.0,1.8161444432151892,2.0,34.59435217797777,19.41903461802569,31-45 min,64.82468244004792,True
EMP_0065,Wandsbek,53.602287576293875,10.105447911657961,Am Dornberg,191.31793690110996,72.0,3.234153668387482,2.0,46.28629369886232,21.270396429338838,46-60 min,54.340955881045346,False
EMP_0066,Wandsbek,53.58535091248006,10.184373664529971,Am Hegen,485.5066165680329,42.0,6.911512164224018,1.0,58.37962181779842,30.332252438987364,46-60 min,55.26281971228974,False
EMP_0067,Eimsbuettel,53.563789055039734,10.017519978448968,Graumannsweg,212.20876103506433,134.5,3.4952889700619116,0.0,49.71833729719946,28.947956470000644,46-60 min,76.87045052420144,True
EMP_0068,Hamburg-Mitte,53.54390725812897,9.941907533451882,Große Elbstraße,62.83169983956435,134.0,1.6280757051181616,3.0,58.30325821226657,36.34262762696616,46-60 min,41.38774030856631,False
EMP_0069,Hamburg-Nord,53.60157476533772,9.959152367221295,Nedderfeld,221.02752361329402,169.0,3.6055235022897825,0.0,46.278159135026364,23.26408467643883,46-60 min,76.34684597389929,True
EMP_0070,Altona,53.53306856198618,9.950051126782329,Neuhof (Fähre),1029.0368204143042,2.0,13.705639712302409,2.0,96.47049095263361,38.26551855993553,>60 min,0.0,False
EMP_0071,Hamburg-Nord,53.612513110104736,9.976386349747036,Spreenende,109.76823311977451,102.5,2.214782371120789,0.0,34.198422569355664,19.851506308790384,31-45 min,85.65308373943472,True
EMP_0072,Norderstedt,53.72579108369453,10.045235635987144,"Wilstedt, Birkenweg",506.9871675501057,12.0,7.1800190514999285,0.0,37.90762292770714,9.172762403550218,31-45 min,71.26513947584309,True
EMP_0073,Altona,53.582349138661336,9.955069521399347,Sorthmannweg,126.01054696546049,63.0,2.4178112941918632,2.0,54.55472875294253,27.451898626498377,46-60 min,48.11980549708457,False
EMP_0074,Hamburg-Mitte,53.586849424650964,9.914441023691452,Schnackenburgallee (Mitte),405.4381540374431,82.0,5.910656382591646,0.0,65.03966967186254,29.63675009855117,>60 min,54.57724559075735,False
EMP_0075,Eimsbuettel,53.56927195407877,9.928690628513884,S Diebsteich (Westseite),212.78074302474457,60.5,3.5024387449329146,2.0,56.7015757511483,31.903837600600195,46-60 min,49.351473973877745,False
EMP_0076,Eimsbuettel,53.57714821371401,9.937659309521315,Tiedemannstraße,209.77317354606797,112.0,3.464844126449457,0.0,52.92365854071221,29.687461254544647,46-60 min,72.80197344347633,True
EMP_0077,Wandsbek,53.584760788767355,10.199986388521648,"Barsbüttel, Möbel Höffner",885.5114861053588,2.5,11.911573033440591,2.0,87.81915834479915,31.83552396586991,>60 min,0.0,False
EMP_0078,Wandsbek,53.58464847488765,10.121981804044355,Bf. Tonndorf (Tonndorfer Hauptstraße),145.4343610226932,139.5,2.660608969907272,2.0,47.98958010357257,25.957041040003837,46-60 min,56.472670884644984,False
EMP_0079,Harburg,53.45372245054259,9.983436950994365,Maretstraße (Bürgerzentrum),171.03994627558308,216.0,2.980678785568396,2.0,71.95445874201292,55.07003307439458,>60 min,49.63834496137521,False
EMP_0080,Wandsbek,53.59018971514889,10.123816227023037,Sonnenweg (Mitte),28.175997086621365,134.5,1.1948794207063744,2.0,47.831635929123294,24.883859384725213,46-60 min,55.63640549104028,False
EMP_0081,Hamburg-Nord,53.62624566521503,10.062524920005231,Ida-Ehre-Allee,531.5419207294149,0.5,7.486953466241292,,,14.23890810743553,>60 min,0.0,False
EMP_0082,Harburg,53.46836811032187,10.006762062655898,Neuländer Elbdeich 76,25.196500173832995,12.5,1.1576357092965197,2.0,70.85075443278488,51.24503141861524,>60 min,47.46889976943791,False
EMP_0083,Altona,53.52407962817149,9.93166868247257,Container Terminal Burchardkai,335.6008567330461,9.5,5.0376901662866835,3.0,79.38455707874274,41.158275972899816,>60 min,14.581440354785698,False
EMP_0084,Hamburg-Mitte,53.57541322878063,10.03939358365909,Hamburger Straße,173.3239157144096,112.0,3.009228403553727,1.0,38.56551049344981,25.966150271357165,31-45 min,77.40063977790736,True
EMP_0085,Hamburg-Mitte,53.55571918196743,10.040322747328329,U Burgstraße,63.87810398892634,176.0,1.6411557569851865,2.0,45.27876723294223,30.557573435776963,46-60 min,65.13942258636362,True
EMP_0086,Bergedorf,53.50326396510794,10.264525584741211,"Wentorf, Wohltorfer Weg",822.0460493455729,7.5,11.118255073943269,2.0,80.30495491245779,52.347598613091336,>60 min,31.15365609651812,False
EMP_0087,Hamburg-Nord,53.606517098129665,9.986499884812359,Rosenbrook,219.05595144442182,76.5,3.58087885017888,0.0,43.14911607258963,20.470912826441577,31-45 min,77.32179675385194,True
EMP_0088,Altona,53.557563992273266,9.823904161195502,Mühlenberg,350.46188202257156,35.0,5.223452982405751,0.0,69.27155311095422,43.141206290276855,>60 min,61.73387662384553,True
EMP_0089,Hamburg-Nord,53.60862355262129,9.861528741530877,Neißestraße,274.74486049630343,33.5,4.2769902133274,0.0,59.66002873469759,31.458722249463435,46-60 min,64.46867914741705,True
EMP_0090,Altona,53.511183256589966,9.95212608612117,Röörfeld,864.0551413715117,4.0,11.643368724267503,2.0,89.44036861845949,43.00071639707364,>60 min,0.0534260208494004,False
EMP_0091,Wandsbek,53.60505723135526,10.038248535318239,AK Barmbek,102.37564913468039,210.5,2.122375071307112,0.0,34.99590045969228,19.061045189038637,31-45 min,84.06514472934636,True
EMP_0092,Hamburg-Nord,53.58396166572345,10.052017286576044,Lämmersieth (Mitte),123.6686666236749,203.5,2.3885377899195435,2.0,43.006917850839464,23.959061217443768,31-45 min,60.952143366604304,True
EMP_0093,Hamburg-Nord,53.589098420460076,10.085127427509828,Tilsiter Straße (Mitte),178.6340113097583,95.0,3.075604598495586,0.0,49.017122469174076,23.354855756950222,46-60 min,72.32917205318911,True
EMP_0094,Eimsbuettel,53.57496540805088,9.967381903430281,Bismarckstraße,223.12030573080685,171.5,3.631683278758693,3.0,54.66564122830005,28.28444185320255,46-60 min,38.78598001075247,False
EMP_0095,Wandsbek,53.64098252607879,10.106960526508125,Mellande,89.41952115248223,31.0,1.9604234715296354,1.0,31.275626706845767,13.490333416287243,31-45 min,72.21470670944147,True
EMP_0096,Eimsbuettel,53.556939748095665,9.951670308204253,Max-Brauer-Allee (Mitte),194.9718629886231,210.0,3.279827744481396,2.0,55.51277340962865,33.01173419693199,46-60 min,52.242574082489,False
EMP_0097,Hamburg-Mitte,53.54903754767054,9.937916845871793,Rathaus Altona,161.04682256926483,428.0,2.855764739239418,2.0,59.18830936697055,35.47955353308265,46-60 min,49.197089482626836,False
EMP_0098,Hamburg-Mitte,53.543085619693485,9.966237107155008,Steinwerder (Alter Elbtunnel),142.16339934540173,152.5,2.619721948941129,3.0,61.48973415593625,35.31114273368629,>60 min,35.576541499781925,False
EMP_0099,Reinbek,53.52249132104307,10.250786517253617,"Reinbek, Kampstraße",219.3806779397176,52.0,3.5849379313700775,2.0,76.30709770157651,47.588015949336004,>60 min,35.62736939697125,False
EMP_0100,Elmshorn,53.74817843582233,9.650573252402188,"Elmshorn, Eichstraße",179.7629605720254,52.0,3.0897164642739248,2.0,72.55538638325469,56.63514596401875,>60 min,50.30206638913671,False
EMP_0101,Wandsbek,53.59703537895876,10.132766893695429,Paracelsusstraße,83.93947019618237,73.5,1.8919228345758867,1.0,43.49692923847508,24.03594298596645,31-45 min,70.53901374749137,True
EMP_0102,Eimsbuettel,53.556987167051005,9.923392906776387,Daimlerstraße,137.4237985300641,174.0,2.5604769387494084,2.0,58.57644112100621,34.753664237181745,46-60 min,49.38900255567242,False
EMP_0103,Quickborn,53.74293768450471,9.89683697919703,"Quickborn, Ärztezentrum",951.3837355782025,5.5,12.734976151851138,0.0,56.71381221113546,24.57547233008774,46-60 min,51.53480170968227,False
EMP_0104,Harburg,53.42170697047035,10.000146563093333,"Meckelfeld, Waldquelle",266.50352658881627,27.5,4.173973539483811,2.0,70.12815669251579,62.176935601711996,>60 min,59.484700562938315,False
EMP_0105,Bergedorf,53.50252350827115,10.140465125962727,Mittlerer Landweg (Nord),54.848629025085316,12.5,1.5282873199371738,2.0,62.860756021958956,44.87690489660741,>60 min,53.08577086366897,False
EMP_0106,Hamburg-Nord,53.605168507105034,10.027918199336767,Kapstadtring,123.05173412641,231.0,2.3808261337037324,2.0,33.691816619695665,19.17889887691723,31-45 min,65.48708225722157,True
EMP_0107,Eimsbuettel,53.581745701832546,9.974177548818023,Eppendorfer Weg (Ost),140.09336687824472,195.0,2.5938465431016664,0.0,43.93864996835343,26.460549313385073,31-45 min,82.52189934503164,True
EMP_0108,Hamburg-Mitte,53.51204678113268,10.015059272890294,Rahmwerder Straße,390.70625828784944,16.5,5.7265076857217245,2.0,70.64287407756817,40.98081261139215,>60 min,37.516501495039904,False
EMP_0109,Elmshorn,53.747910543790944,9.641966014734683,"Elmshorn, Heinrich-Hertz-Straße",337.4839231724592,18.5,5.061228496779346,2.0,76.97703598811042,57.77085758268642,>60 min,44.8053036005208,False
EMP_0110,Hamburg-Nord,53.61960710832027,10.056144140733936,Ida-Ehre-Allee,603.7623369328036,0.5,8.389708668783651,,,15.676866369141457,>60 min,0.0,False
EMP_0111,Altona,53.590413739968476,9.984843023161199,Bezirksamt Hamburg-Nord,155.26074749647753,275.0,2.7834388008295763,0.0,48.1386136491253,24.033650265421656,46-60 min,74.3257297917337,True
EMP_0112,Eimsbuettel,53.573022807538194,9.965703332802219,Kaiser-Friedrich-Ufer,35.68289961363958,183.5,1.288715702294102,3.0,51.31123427655246,28.792893553516414,46-60 min,44.326042138687725,False
EMP_0113,Wandsbek,53.614179099560765,10.106437311243681,Rönkkoppel,93.59142003944838,67.5,2.012572207616712,1.0,39.65385979065423,18.79151911423013,31-45 min,69.1376593235759,True
EMP_0114,Altona,53.552945139367374,9.966227639658248,Paulinenstraße,235.3635456987296,198.5,3.7847237783577277,2.0,55.98040135157459,33.135369657114445,46-60 min,51.66476762975256,False
EMP_0115,Norderstedt,53.706931844215745,9.987799812707802,"Garstedt, Friedrichsgaber Weg (Mitte)",202.1558984740366,145.5,3.369628188049065,0.0,28.38943321162321,9.466663744746084,<=30 min,81.07723053312287,True
EMP_0116,Bergedorf,53.478798025247684,10.238796262438537,Holtenklinke,95.63752130555883,64.5,2.038148473443093,2.0,67.218138959395,55.31694110796097,>60 min,56.98973266886847,False
EMP_0117,Bergedorf,53.49008089976216,10.225454512376235,Am Baum,145.1069809113884,74.5,2.656516718515962,2.0,63.75594701479901,52.11722717931414,>60 min,58.983306657115634,False
EMP_0118,Hamburg-Nord,53.61509187482437,9.985773328956878,Paeplowstieg,47.2742394954427,47.0,1.433607450816641,0.0,37.45663226312072,18.706495515701548,31-45 min,81.24986325258084,True
EMP_0119,Wandsbek,53.61384566281716,10.120125177599776,Hermelinweg,284.3935644247497,99.0,4.397599012432978,1.0,38.897472454056356,19.761964809243437,31-45 min,70.86449235518708,True
EMP_0120,Wandsbek,53.551064452214504,10.176619260375288,"Oststeinbek, Kampstraße",945.2272429445459,9.0,12.65801999393043,4.0,79.66221890868238,36.372983598923355,>60 min,0.0,False
EMP_0121,Wandsbek,53.57421075132299,10.012076710955709,Zimmerstraße,189.79901806017983,106.5,3.2151671828758555,0.0,50.23598307308672,26.666978907732716,46-60 min,73.81300429810264,True
EMP_0122,Hamburg-Mitte,53.521755575416584,9.95355186530726,Hachmannbrücke,231.29650460274075,14.0,3.7338857646578667,3.0,77.67934236527772,40.59315512512383,>60 min,16.57414157720725,False
EMP_0123,Hamburg-Nord,53.60117507474454,9.989606323091149,Orchideenstieg,172.57843429754396,165.5,2.9999098858429067,0.0,40.75378228392634,21.452695423506224,31-45 min,80.69891313957989,True
EMP_0124,Hamburg-Mitte,53.54089643330701,10.028190722086146,Billhorner Brückenstraße,232.9100258638643,112.0,3.754054780421911,2.0,52.44428748461979,34.104270225251874,46-60 min,57.93783899832218,False
EMP_0125,Hamburg-Nord,53.60765485047732,10.011995228742247,U Alsterdorf,56.207984192965746,197.5,1.545279259535679,0.0,34.75801986707614,19.04168924113491,31-45 min,84.28366937405877,True
EMP_0126,Eimsbuettel,53.582384296528446,9.973696675421191,Eppendorfer Weg (Ost),118.74285465684989,231.5,2.326965140334231,0.0,43.64751204456921,26.348264091097413,31-45 min,82.70075204652821,True
EMP_0127,Altona,53.502523573383385,9.921184518177824,Am Altenwerder Kirchtal (Süd),143.18308131857424,12.0,2.6324679736057854,3.0,71.22589974518245,46.36675756234608,>60 min,32.02790794457241,False
EMP_0128,Hamburg-Mitte,53.49107540366244,10.001640393981988,Hinter der Dorfkirche,436.8579218359452,10.0,6.303403480072922,2.0,71.61889840351259,46.06898224677479,>60 min,41.14063464150591,False
EMP_0129,Wandsbek,53.58985391529023,10.155541595703216,Hüllenkamp,224.83701568410092,106.5,3.6531421531748687,2.0,55.184050982121754,27.12001229553634,46-60 min,46.843935822353714,False
EMP_0130,Altona,53.57674852235858,9.942686994918109,Apostelkirche,95.04556675492694,113.0,2.030749041560194,0.0,52.48719303862952,29.419988649848385,46-60 min,73.1891990919041,True
EMP_0131,Ahrensburg,53.66723836381896,10.251067632479087,"Ahrensburg, Am Aalfang",336.9402855779892,15.5,5.054433026848471,2.0,46.95728287578938,28.587776143679587,46-60 min,60.65185182999551,True
EMP_0132,Wandsbek,53.57335394837266,10.099926018464195,Luetkensallee,119.86127582987416,174.0,2.340945404997034,2.0,52.80243634348236,27.42459227629077,46-60 min,50.72093776106723,False
EMP_0133,Eimsbuettel,53.59276822192722,9.938074366113794,Rathaus Stellingen,178.0210268495171,148.0,3.0679422927425715,0.0,50.46160226685088,26.580437887748737,46-60 min,73.38803448747241,True
EMP_0134,Wandsbek,53.61540428141756,10.135985453396245,Treptower Straße,147.24911947713332,38.5,2.6832934505877737,1.0,42.430922064402324,20.67807100709516,31-45 min,68.24714894269283,True
EMP_0135,Hamburg-Mitte,53.52419481575322,10.044303197729137,Peuter Elbdeich,291.77744968931626,26.0,4.48989757824006,2.0,61.985120789688374,37.9067538928889,>60 min,47.42907270835633,False
EMP_0136,Reinbek,53.519440085748265,10.252316155102719,"Reinbek, Kampstraße",137.02850400118422,84.0,2.55553575713841,2.0,70.94552368207376,48.28852163848024,>60 min,44.37023611536961,False
EMP_0137,Hamburg-Nord,53.582830552747126,9.967389836519008,Gärtnerstraße,255.89147800101762,201.0,4.041322932136327,0.0,46.88153393488522,26.601719170749387,46-60 min,78.77941826842155,True
EMP_0138,Harburg,53.44546857900262,10.004630690734386,Höpenstraße,449.59152313344964,18.5,6.462573496291728,2.0,76.61562258196018,56.593599554448076,>60 min,44.1701656815078,False
EMP_0139,Hamburg-Mitte,53.52417229277293,10.019902770843279,Hovestieg,126.03425466381279,144.5,2.418107640421267,2.0,56.46709715477083,38.095175960499766,46-60 min,55.89453022834351,False
EMP_0140,Hamburg-Nord,53.572032533133374,9.992254814612544,Alsterchaussee,99.77967892845719,110.0,2.089925443729322,0.0,48.5536099878622,27.787046222659484,46-60 min,77.45663124086619,True
